,Data,vento,radiacao,temp_max,temp_min,umi_max,umi_min,umi_rel,press_atm,temp_media,Eto
0,2018-01-01,1.2154204971479097,0.0,29.8,20.3,92.0,40.0,75.375,916.4916666666667,23.59583333333333,5.370115939715108
1,2018-01-02,1.4086411915662949,0.0,29.8,19.4,92.0,49.0,71.58333333333333,914.3500000000003,23.9125,5.6336320882829725
2,2018-01-03,1.280866216225104,0.0,30.1,18.7,93.0,47.0,74.16666666666667,913.7458333333333,23.760416666666664,5.854841075459748
3,2018-01-04,0.9879187117843264,0.0,22.4,18.8,93.0,85.0,91.16666666666669,916.4916666666667,20.397916666666664,3.612599006548605
4,2018-01-05,0.9255894555203308,0.0,28.0,19.0,93.0,58.0,85.95833333333331,918.8625000000003,21.172916666666666,5.294477657855668
5,2018-01-06,0.8165132570583391,0.0,27.3,17.7,92.0,57.0,79.45833333333333,918.5916666666667,21.45833333333333,5.397968775567842
6,2018-01-07,1.0284327283559231,0.0,29.7,19.1,92.0,46.0,73.375,917.5166666666668,23.37291666666667,5.642022788298938
7,2018-01-08,2.053748993898646,0.0,29.0,20.2,80.0,34.0,60.70833333333334,918.9958333333329,24.227083333333336,5.049432834618429
8,2018-01-09,2.3092989445810272,0.0,29.2,19.7,73.0,39.0,55.58333333333334,920.9708333333333,23.74166666666667,5.196057819567329
9,2018-01-10,2.2282709114378343,0.0,29.4,20.3,77.0,38.0,58.20833333333334,921.7000000000003,24.422916666666666,5.130389376186713
10,2018-01-11,2.072447770777845,0.0,27.7,19.6,77.0,44.0,60.16666666666666,920.7791666666667,23.45208333333333,4.882961682323953
11,2018-01-12,1.2216534227743088,0.0,29.7,19.8,74.0,39.0,60.66666666666666,918.3666666666667,23.65000000000001,5.2951769007990865
12,2018-01-13,1.2746332905987048,0.0,30.1,19.9,77.0,34.0,59.25,917.0916666666667,24.322916666666664,5.3529735327911405
13,2018-01-14,1.168673554949912,0.0,28.5,19.4,90.0,54.0,74.70833333333333,918.4833333333332,22.78958333333334,5.268929962267919
14,2018-01-15,0.8258626454979383,0.0,29.8,18.9,89.0,47.0,72.33333333333333,918.9916666666667,23.239583333333336,5.66725217017758
15,2018-01-16,1.3712436378078976,0.0,30.7,19.1,90.0,38.0,63.41666666666666,919.7833333333334,25.02291666666667,5.785244207457131
16,2018-01-17,1.7701508778974675,0.0,30.2,19.7,77.0,35.0,56.58333333333334,919.5291666666667,25.20208333333333,5.408659271776122
17,2018-01-18,1.4179905800058945,0.0,30.7,19.5,68.0,27.0,46.125,919.7541666666666,25.08541666666667,5.416278429538323
18,2018-01-19,1.299564993104303,0.0,32.4,20.2,69.0,23.0,45.54166666666666,919.2791666666667,25.975,5.623098399515117
19,2018-01-20,1.312030844357102,0.0,32.4,21.3,61.0,19.0,39.833333333333336,918.3333333333335,26.854166666666664,5.2868590523447585
20,2018-01-21,1.5987454231714806,0.0,32.2,21.8,51.0,21.0,37.0,917.6000000000003,26.704166666666666,5.05991182336089
21,2018-01-22,1.7109380844466722,0.0,31.1,21.9,77.0,34.0,53.75,916.3791666666666,25.489583333333336,5.122798796415963
22,2018-01-23,1.5332997040942855,0.0,29.7,20.4,88.0,45.0,64.54166666666667,916.9625,24.02708333333333,5.244668263072465
23,2018-01-24,1.4179905800058945,0.0,30.6,20.8,83.0,38.0,59.95833333333334,916.7666666666668,24.63958333333333,5.29983188025708
24,2018-01-25,2.178407506426637,0.0,29.8,20.7,73.0,38.0,56.54166666666666,915.8083333333333,24.79583333333333,5.041000735579402
25,2018-01-26,1.5052515387754877,0.0,31.3,20.1,66.0,30.0,50.875,915.4208333333336,25.1625,5.390137121953083
26,2018-01-27,1.6080948116110803,0.0,30.9,21.7,71.0,33.0,53.0,915.5,25.71666666666667,5.029916685373279
27,2018-01-28,1.5862795719186813,0.0,32.3,20.5,80.0,29.0,56.625,915.3041666666667,25.67708333333333,5.644673723541925
28,2018-01-29,1.121926612751916,0.0,30.5,19.8,91.0,44.0,63.625,914.0583333333333,25.03125,5.5543256027780865
29,2018-01-30,0.8414449595639373,0.0,29.4,18.7,93.0,55.0,83.08333333333333,913.1875,22.97083333333333,5.589830040013544
30,2018-01-31,0.7136699842227467,0.0,27.9,19.7,93.0,59.0,86.54166666666669,913.2833333333333,21.922916666666666,4.97111380200264
31,2018-02-01,0.9255894555203308,0.0,25.9,18.1,91.0,69.0,84.41666666666667,914.5,20.735416666666666,4.836388012903537
32,2018-02-02,1.121926612751916,0.0,21.6,18.3,92.0,81.0,90.20833333333331,913.7458333333334,19.922916666666666,3.381809285932269
33,2018-02-03,1.312030844357102,0.0,28.1,18.0,93.0,55.0,84.79166666666667,912.2916666666664,20.654166666666665,5.370029700275728
34,2018-02-04,1.4024082659398958,0.0,21.9,18.1,91.0,76.0,85.20833333333333,914.5208333333336,19.625,3.55384587636148
35,2018-02-05,0.984802248971126,0.0,22.4,17.6,93.0,80.0,89.70833333333331,913.775,19.2375,3.910744005859693
36,2018-02-06,1.0190833399163242,0.0,27.2,18.6,93.0,59.0,85.33333333333333,913.4541666666664,21.025000000000006,4.990118249451772
37,2018-02-07,0.897541290201533,0.0,28.0,18.3,93.0,50.0,80.16666666666667,914.6833333333333,21.84166666666667,5.207111182455254
38,2018-02-08,0.8009309429923401,0.0,31.2,18.4,93.0,41.0,70.125,916.0291666666666,23.75625,5.890065604049887
39,2018-02-09,1.826247208535064,0.0,31.3,20.6,83.0,40.0,66.95833333333333,917.5375,24.583333333333336,5.381542784408822
40,2018-02-10,1.1468583152575145,0.0,30.0,21.2,90.0,50.0,75.45833333333333,918.2875000000003,23.5,5.025731287366068
41,2018-02-11,1.5800466462922818,0.0,30.2,20.6,86.0,42.0,68.04166666666667,918.1833333333328,24.5,5.121802004776008
42,2018-02-12,1.4647375222038908,0.0,30.1,19.2,69.0,29.0,52.33333333333334,917.75,24.31041666666667,5.135619530884987
43,2018-02-13,1.5925124975450813,0.0,29.8,20.2,75.0,36.0,55.20833333333334,918.3291666666664,24.98958333333333,4.962389611818677
44,2018-02-14,1.7483356382050694,0.0,29.5,20.7,77.0,35.0,56.66666666666666,919.9958333333336,24.84166666666667,4.779941988362569
45,2018-02-15,1.9509057210630538,0.0,28.6,18.6,78.0,42.0,57.875,921.1958333333333,23.87083333333333,5.043308406588292
46,2018-02-16,1.5862795719186815,0.0,28.7,19.1,90.0,40.0,64.5,921.5375000000003,23.33750000000001,5.016721112904165
47,2018-02-17,1.5395326297206848,0.0,28.7,19.0,82.0,44.0,64.125,919.7291666666667,23.172916666666666,4.997241889578721
48,2018-02-18,1.4179905800058938,0.0,30.6,19.6,81.0,39.0,62.29166666666666,917.3541666666665,24.10416666666667,5.263924673651283
49,2018-02-19,1.3681271749946975,0.0,28.3,20.8,90.0,53.0,70.54166666666667,915.9208333333336,23.6625,4.5623134350772405
50,2018-02-20,0.910007141454332,0.0,28.6,19.2,91.0,54.0,81.29166666666667,915.9208333333336,22.183333333333334,5.005047347711132
51,2018-02-21,0.9224729927071312,0.0,28.3,19.6,91.0,59.0,82.08333333333333,915.3541666666667,22.591666666666665,4.853190575675818
52,2018-02-22,0.7759992404867421,0.0,25.3,19.2,92.0,69.0,87.625,915.5124999999997,20.983333333333334,4.154585437265214
53,2018-02-23,0.5983608601343553,0.0,27.7,18.7,92.0,53.0,80.66666666666667,916.8083333333334,21.72708333333333,4.8398019167798
54,2018-02-24,1.5177173900282868,0.0,29.1,18.7,93.0,49.0,77.25,917.6208333333334,22.895833333333336,5.14725004023348
55,2018-02-25,1.5519984809734841,0.0,28.2,18.5,92.0,54.0,76.41666666666667,918.4,22.22708333333333,4.97819250343923
56,2018-02-26,1.4148741171926942,0.0,29.2,20.1,89.0,52.0,75.70833333333333,918.4166666666667,22.64791666666667,4.841395383874388
57,2018-02-27,1.121926612751916,0.0,29.6,19.6,89.0,48.0,70.54166666666667,918.0291666666666,23.82708333333333,4.999668004353001
58,2018-02-28,1.2808662162251043,0.0,30.6,21.2,83.0,46.0,70.08333333333333,916.8791666666667,24.7375,4.843148363510835
59,2018-03-01,1.0190833399163242,0.0,31.4,19.6,91.0,43.0,69.875,918.6125000000003,24.33125,5.359207142224516
60,2018-03-02,1.0035010258503252,0.0,30.0,20.2,92.0,55.0,79.375,918.5541666666667,23.90208333333333,4.984856567975264
61,2018-03-03,1.137508926817915,0.0,30.7,19.7,91.0,46.0,75.79166666666667,916.5458333333336,23.989583333333336,5.161409456136494
62,2018-03-04,0.9162400670807312,0.0,29.8,20.6,90.0,53.0,77.875,914.6958333333333,23.71041666666667,4.788554053467254
63,2018-03-05,1.0502479680483217,0.0,29.2,18.9,93.0,53.0,82.66666666666667,914.2125,22.74166666666667,4.98548528887164
64,2018-03-06,0.8476778851903365,0.0,31.8,19.4,93.0,41.0,73.79166666666667,914.2625000000003,24.44791666666667,5.3757741816087545
65,2018-03-07,1.1717900177631122,0.0,29.8,20.1,92.0,48.0,74.25,914.8708333333334,24.24166666666667,4.811193382677334
66,2018-03-08,1.106344298685917,0.0,30.2,19.8,93.0,47.0,77.29166666666667,914.9708333333334,23.75625,4.941912623053534
67,2018-03-09,0.8383284967507374,0.0,24.7,19.4,93.0,68.0,87.25,916.3041666666667,21.472916666666666,3.705622833778182
68,2018-03-10,0.9474046952127292,0.0,27.5,20.2,92.0,60.0,82.58333333333333,915.8583333333332,22.54791666666667,4.226761486756921
69,2018-03-11,0.9692199349051276,0.0,26.8,19.7,93.0,66.0,87.54166666666669,914.2041666666664,22.00208333333333,4.171566503528374
70,2018-03-12,0.8944248273883331,0.0,30.4,19.1,93.0,40.0,75.25,913.8625,23.78958333333333,4.971460900310444
71,2018-03-13,0.6856218189039487,0.0,31.6,19.3,91.0,39.0,65.54166666666667,915.2791666666664,25.208333333333336,5.145458740803281
72,2018-03-14,1.3587777865550985,0.0,31.6,21.7,88.0,44.0,68.16666666666667,917.7125,25.70833333333333,4.7136744555327805
73,2018-03-15,1.2652839021591051,0.0,31.5,21.1,89.0,39.0,62.83333333333334,918.2041666666668,26.391666666666666,4.7477845133834045
74,2018-03-16,1.1717900177631124,0.0,31.0,18.6,93.0,45.0,70.25,917.7458333333333,24.68541666666667,5.122064316242615
75,2018-03-17,0.8507943480035364,0.0,29.3,19.2,92.0,50.0,81.25,917.2208333333334,22.21875,4.655461369518126
76,2018-03-18,1.299564993104303,0.0,29.4,19.0,92.0,45.0,73.125,916.2374999999997,23.145833333333336,4.6552147963529595
77,2018-03-19,1.1156936871255168,0.0,30.7,19.1,89.0,36.0,67.04166666666667,915.9333333333334,24.43125,4.794524091614864
78,2018-03-20,0.7604169264207433,0.0,29.7,19.1,92.0,41.0,71.54166666666667,916.5083333333336,23.879166666666666,4.623265425660328
79,2018-03-21,0.6077102485739546,0.0,28.1,20.2,90.0,53.0,74.70833333333333,916.9625,23.016666666666666,4.104032897036638
80,2018-03-22,0.7043205957831475,0.0,28.9,19.3,92.0,51.0,81.5,916.8875,22.12291666666667,4.432961545326949
81,2018-03-23,1.5551149437866834,0.0,28.4,18.1,92.0,55.0,76.125,917.8583333333336,22.347916666666666,4.536964700775404
82,2018-03-24,2.0443996054590468,0.0,26.8,19.3,80.0,45.0,67.75,919.4625000000003,22.375,3.829252806357164
83,2018-03-25,2.1160782501626416,0.0,27.9,18.9,83.0,53.0,69.75,919.7249999999997,22.37291666666667,4.174054261737317
84,2018-03-26,1.9415563326234544,0.0,27.5,19.2,81.0,40.0,65.16666666666667,919.8125,22.708333333333336,3.926809466877528
85,2018-03-27,1.7389862497654704,0.0,27.9,19.1,81.0,37.0,62.33333333333334,920.5375,22.60208333333333,3.9821517209341732
86,2018-03-28,1.583163109105482,0.0,27.6,17.3,86.0,45.0,64.29166666666667,920.2166666666666,22.37291666666667,4.274936455504852
87,2018-03-29,1.8542953738538612,0.0,27.6,18.7,82.0,41.0,64.41666666666667,919.5416666666665,22.73333333333333,3.9711575546312097
88,2018-03-30,1.7296368613258708,0.0,28.1,17.7,86.0,38.0,65.16666666666667,918.6833333333333,22.472916666666666,4.206333815529281
89,2018-03-31,1.5925124975450813,0.0,27.9,18.6,82.0,42.0,65.79166666666667,918.0833333333336,22.583333333333336,4.000486054789122
90,2018-04-01,1.3307296212363011,0.0,28.7,17.9,81.0,40.0,64.20833333333333,916.9958333333333,22.870833333333334,4.20930984686226
91,2018-04-02,1.1593241665103131,0.0,29.1,19.1,83.0,47.0,66.41666666666667,916.2708333333335,23.6125,4.136380816520123
92,2018-04-03,0.9629870092787282,0.0,30.2,19.1,88.0,46.0,70.45833333333333,914.4666666666667,24.129166666666666,4.34725036638171
93,2018-04-04,0.8850754389487339,0.0,30.0,19.8,91.0,45.0,74.5,914.4916666666667,23.572916666666664,4.187388662667625
94,2018-04-05,1.1499747780707144,0.0,30.5,18.9,91.0,44.0,75.875,914.8625000000003,23.181249999999995,4.382510065524531
95,2018-04-06,1.6112112744242797,0.0,26.1,19.3,92.0,50.0,77.04166666666667,916.3083333333334,21.61041666666667,3.4628044999571927
96,2018-04-07,1.6392594397430773,0.0,28.5,18.6,84.0,45.0,68.75,917.9583333333335,22.5625,3.956775594246502
97,2018-04-08,1.816897820095464,0.0,27.7,19.3,85.0,49.0,69.875,919.1958333333333,22.56458333333333,3.700682466189608
98,2018-04-09,1.7950825804030657,0.0,27.0,18.9,84.0,47.0,68.83333333333333,919.9125,22.12083333333333,3.590186680962166
99,2018-04-10,1.9103917044914571,0.0,27.0,19.1,82.0,44.0,66.125,920.4708333333333,22.2125,3.5064594004542444
100,2018-04-11,1.9041587788650571,0.0,26.6,18.2,82.0,45.0,65.0,920.7833333333333,21.69583333333333,3.5551018358435416
101,2018-04-12,2.1752910436134383,0.0,26.5,17.9,78.0,51.0,67.16666666666667,921.4583333333333,20.754166666666674,3.568208854824124
102,2018-04-13,1.751452101018269,0.0,26.7,18.0,84.0,50.0,69.70833333333333,921.8833333333333,21.60833333333333,3.590226333818236
103,2018-04-14,1.4366893568850925,0.0,29.3,16.5,90.0,40.0,66.16666666666667,922.3833333333333,22.543750000000006,4.177198237717645
104,2018-04-15,1.4522716709510912,0.0,27.4,19.3,81.0,50.0,66.54166666666667,922.6,22.50833333333333,3.4514303482404314
105,2018-04-16,2.3030660189546284,0.0,24.4,18.9,80.0,59.0,70.625,921.9708333333334,20.966666666666672,2.952416892707428
106,2018-04-17,2.0724477707778446,0.0,24.8,17.2,77.0,45.0,63.25,923.15,20.179166666666667,3.2186358769495067
107,2018-04-18,2.0132349773270493,0.0,24.9,14.7,84.0,45.0,64.20833333333333,924.7333333333332,19.347916666666666,3.585879855475173
108,2018-04-19,1.2154204971479092,0.0,24.6,14.9,86.0,49.0,69.70833333333333,923.9791666666665,19.335416666666667,3.5194638598481207
109,2018-04-20,1.0502479680483217,0.0,27.3,15.0,88.0,34.0,64.83333333333333,921.6041666666667,20.897916666666667,3.80156523371455
110,2018-04-21,1.8013155060294654,0.0,25.1,17.5,79.0,50.0,68.70833333333333,919.7375,20.485416666666666,3.1627440629862567
111,2018-04-22,2.0443996054590468,0.0,25.5,16.8,81.0,46.0,66.66666666666667,920.0875,20.110416666666666,3.290307413171794
112,2018-04-23,1.9789538863818523,0.0,24.8,16.0,81.0,49.0,66.20833333333333,921.3416666666667,19.872916666666672,3.276829562555808
113,2018-04-24,1.9446727954366547,0.0,25.9,17.3,83.0,51.0,70.0,922.1291666666666,20.639583333333334,3.2741311140059555
114,2018-04-25,1.7732673407106674,0.0,26.1,16.9,89.0,50.0,70.91666666666667,922.5041666666671,21.020833333333336,3.3604550077893567
115,2018-04-26,1.710938084446672,0.0,27.5,17.5,87.0,43.0,67.0,921.425,22.07083333333333,3.425356942840293
116,2018-04-27,1.8075484316558648,0.0,27.9,18.5,81.0,40.0,64.375,921.1583333333333,22.422916666666676,3.282170239495512
117,2018-04-28,1.4740869106434902,0.0,27.6,17.3,87.0,38.0,66.375,921.95,21.745833333333334,3.3792409551715763
118,2018-04-29,1.4834362990830892,0.0,26.7,16.3,86.0,41.0,65.33333333333333,921.5375000000003,21.135416666666668,3.349956415854614
119,2018-04-30,1.4179905800058945,0.0,27.2,17.0,74.0,36.0,58.08333333333334,921.5166666666664,21.152083333333334,3.2048518356801674
120,2018-05-01,0.6949712073435479,0.0,28.4,14.9,84.0,30.0,55.16666666666666,921.5833333333335,21.381249999999994,3.568575500149938
121,2018-05-02,1.2123040343347098,0.0,27.9,13.9,83.0,22.0,52.91666666666666,922.1791666666667,20.895833333333336,3.492513512864723
122,2018-05-03,1.3307296212363002,0.0,28.5,16.6,70.0,31.0,51.20833333333334,921.7708333333336,21.6625,3.2604205931440386
123,2018-05-04,1.4585045965774912,0.0,28.2,16.6,81.0,36.0,58.91666666666666,921.5,21.91875,3.32213930563992
124,2018-05-05,1.4647375222038908,0.0,28.4,17.9,82.0,37.0,63.125,922.0458333333332,22.312500000000004,3.206816609512364
125,2018-05-06,1.0221998027295236,0.0,27.8,15.6,91.0,42.0,70.75,922.375,21.077083333333334,3.431130939274294
126,2018-05-07,1.3338460840495003,0.0,25.9,15.7,87.0,43.0,66.125,922.4791666666664,20.587499999999995,3.1238911742529876
127,2018-05-08,0.9692199349051276,0.0,26.0,14.9,88.0,47.0,68.33333333333333,921.8916666666668,19.84375,3.224568855513745
128,2018-05-09,1.5332997040942855,0.0,25.5,14.8,89.0,47.0,67.79166666666667,922.3416666666667,19.775,3.151534919249455
129,2018-05-10,1.4117576543794947,0.0,25.0,12.9,90.0,45.0,69.41666666666667,922.0833333333335,18.629166666666674,3.240709509409044
130,2018-05-11,0.8975412902015331,0.0,27.7,14.5,85.0,36.0,63.375,921.3666666666664,20.283333333333328,3.3014750167254494
131,2018-05-12,0.7978144801791403,0.0,29.1,15.4,90.0,31.0,64.04166666666667,919.2124999999997,21.247916666666672,3.3679315471631304
132,2018-05-13,0.560963306375958,0.0,28.3,17.4,82.0,32.0,64.08333333333333,919.1,21.44375,3.0190975420020583
133,2018-05-14,2.094263010470243,0.0,26.7,19.0,79.0,45.0,66.41666666666667,920.6916666666667,21.950000000000006,2.6959232929231085
134,2018-05-15,1.7452191753918698,0.0,26.5,18.1,80.0,44.0,66.875,921.0666666666671,21.01875,2.748725299660947
135,2018-05-16,1.1811394062027116,0.0,28.0,17.3,85.0,42.0,66.875,919.7625000000003,21.654166666666665,3.018586317453103
136,2018-05-17,0.9629870092787282,0.0,26.6,16.8,90.0,54.0,72.08333333333333,919.4625,21.310416666666672,2.9698806932276702
137,2018-05-18,1.4117576543794943,0.0,27.0,18.8,82.0,47.0,70.29166666666667,919.6208333333333,21.66666666666667,2.713751765919111
138,2018-05-19,1.4803198362698895,0.0,28.6,17.4,90.0,46.0,76.58333333333333,917.5541666666667,20.610416666666666,3.0871623094197056
139,2018-05-20,1.5519984809734841,0.0,19.1,12.5,93.0,45.0,77.08333333333333,916.7541666666666,16.552083333333336,2.3905963370772074
140,2018-05-21,0.5,0.0,24.4,8.7,92.0,21.0,62.08333333333334,919.2291666666667,15.447916666666664,3.09432326551203
141,2018-05-22,0.5,0.0,26.2,9.8,88.0,34.0,61.25,920.9041666666666,17.518750000000004,3.2389974248558238
142,2018-05-23,0.6856218189039488,0.0,27.1,13.7,92.0,30.0,64.83333333333333,922.0541666666667,19.68125,3.0358996194536214
143,2018-05-24,1.689122844754274,0.0,24.6,14.8,86.0,52.0,70.04166666666667,924.3083333333334,19.014583333333334,2.7530014223788855
144,2018-05-25,1.8948093904254584,0.0,23.7,15.3,83.0,54.0,71.70833333333333,923.8541666666664,18.65625,2.5800352766847796
145,2018-05-26,1.3556613237418986,0.0,24.7,13.4,92.0,52.0,75.45833333333333,923.3375000000003,17.910416666666666,2.886353816120566
146,2018-05-27,1.5551149437866838,0.0,24.9,13.9,89.0,43.0,69.54166666666667,924.3166666666667,18.49375,2.7824201511946014
147,2018-05-28,1.6984722331938733,0.0,24.7,12.4,89.0,33.0,64.625,924.975,18.354166666666664,2.7984380688289177
148,2018-05-29,1.935323406997056,0.0,23.9,13.9,81.0,40.0,62.33333333333334,925.1416666666668,18.191666666666666,2.586144237834406
149,2018-05-30,1.0627138193011207,0.0,25.0,11.6,90.0,32.0,63.58333333333334,923.6416666666664,17.47083333333333,2.852153783313295
150,2018-05-31,1.4273399684454935,0.0,24.4,12.7,89.0,33.0,61.66666666666666,921.0833333333335,17.797916666666666,2.703678823301452
151,2018-06-01,0.9505211580259292,0.0,24.8,15.8,76.0,36.0,59.20833333333334,920.4541666666664,19.360416666666666,2.4384251210933416
152,2018-06-02,0.6513407279587512,0.0,27.2,13.1,91.0,31.0,61.54166666666666,921.4583333333335,20.043750000000006,2.921790032765073
153,2018-06-03,0.5017505129251626,0.0,28.8,13.6,88.0,32.0,58.58333333333334,922.5125,20.766666666666666,3.019726920005752
154,2018-06-04,1.7763838035238677,0.0,24.7,17.3,80.0,51.0,66.25,923.5833333333335,20.197916666666664,2.3626803319950187
155,2018-06-05,1.2497015880931066,0.0,25.6,15.6,81.0,44.0,67.66666666666667,920.8916666666664,19.308333333333334,2.567214771381993
156,2018-06-06,1.259050976532706,0.0,26.6,15.4,90.0,44.0,68.375,918.3125,20.410416666666666,2.7344211124836706
157,2018-06-07,0.5827785460683563,0.0,27.3,15.8,87.0,44.0,66.0,919.725,21.1375,2.7509639315390237
158,2018-06-08,0.5204492898043611,0.0,26.4,16.3,91.0,41.0,68.33333333333333,921.0166666666668,21.168750000000006,2.611917861358404
159,2018-06-09,1.1437418524443146,0.0,26.7,15.3,91.0,55.0,75.33333333333333,922.6333333333333,20.26875,2.8018733268774927
160,2018-06-10,1.816897820095464,0.0,26.3,17.2,84.0,49.0,72.20833333333333,922.7791666666667,20.333333333333336,2.5179546955452303
161,2018-06-11,1.1780229433895115,0.0,26.2,16.5,85.0,48.0,71.75,921.7875000000003,19.920833333333334,2.558171281873431
162,2018-06-12,0.7074370585963471,0.0,27.9,15.1,90.0,40.0,67.79166666666667,921.1458333333336,20.816666666666666,2.8183660165102262
163,2018-06-13,0.6638065792115505,0.0,29.0,15.7,90.0,33.0,64.91666666666667,921.3208333333333,21.643750000000004,2.8323342653757186
164,2018-06-14,0.9567540836523284,0.0,29.7,16.1,90.0,32.0,65.0,921.9291666666667,22.072916666666664,2.8650854242072503
165,2018-06-15,1.8137813572822648,0.0,26.0,18.3,80.0,44.0,65.16666666666667,923.7625,21.233333333333334,2.3169539085036885
166,2018-06-16,1.8355965969746637,0.0,25.9,16.5,75.0,39.0,61.0,924.675,20.11458333333333,2.391944873875979
167,2018-06-17,1.4927856875226886,0.0,25.2,14.2,89.0,43.0,68.16666666666667,925.9791666666664,19.09375,2.594400629686339
168,2018-06-18,1.1375089268179153,0.0,24.4,13.1,92.0,43.0,70.45833333333333,926.5,18.570833333333333,2.608295455422632
169,2018-06-19,1.657958216622276,0.0,22.0,14.0,89.0,58.0,73.875,926.6791666666664,17.608333333333334,2.3470838863420145
170,2018-06-20,1.6205606628638791,0.0,25.6,15.0,82.0,42.0,68.33333333333333,925.9958333333333,18.425,2.5225532583784904
171,2018-06-21,0.93805530677313,0.0,26.6,11.9,91.0,31.0,62.5,924.3833333333333,18.695833333333333,2.802260423072101
172,2018-06-22,0.7697663148603424,0.0,27.5,13.4,89.0,27.0,59.29166666666666,922.9750000000003,19.929166666666667,2.7474681795195
173,2018-06-23,1.5364161669074856,0.0,27.3,17.4,73.0,32.0,56.25,922.1166666666667,21.179166666666667,2.393347113588584
174,2018-06-24,1.2777497534119049,0.0,26.2,18.3,76.0,40.0,66.20833333333333,922.7374999999997,20.45625,2.2866160111395484
175,2018-06-25,1.1406253896311151,0.0,25.8,14.1,90.0,39.0,66.08333333333333,921.575,19.710416666666667,2.6390045138189375
176,2018-06-26,1.1842558690159115,0.0,26.9,18.3,79.0,33.0,62.125,921.0041666666667,21.172916666666666,2.339334262540375
177,2018-06-27,1.1873723318291112,0.0,26.9,17.2,77.0,27.0,56.75,921.7375,21.4,2.3714684726451503
178,2018-06-28,1.6641911422486757,0.0,24.7,15.4,80.0,34.0,58.54166666666666,922.9541666666664,19.570833333333333,2.360541147238453
179,2018-06-29,1.576930183479082,0.0,23.9,15.9,70.0,38.0,56.45833333333334,922.5541666666667,19.116666666666664,2.221580182632653
180,2018-06-30,1.1406253896311151,0.0,26.0,14.4,85.0,34.0,61.79166666666666,920.3333333333335,19.660416666666666,2.5910170131884405
